,id,title,popularity,homepage
5556,11009,Saturday Night Fever,13.657204,Not available
24372,239563,St. Vincent,13.655752,http://stvincent-movie.com/
1196,763,Braindead,13.645568,Not available
4391,12144,The Land Before Time,13.631352,Not available
3883,2604,Born on the Fourth of July,13.617646,Not available
1165,28,Apocalypse Now,13.5963,http://www.apocalypsenow.com
22416,152603,Only Lovers Left Alive,13.594992,Not available
4455,15142,Dream a Little Dream,13.592018,Not available
3281,18890,We're Back! A Dinosaur's Story,13.58903,Not available
11472,1646,Freedom Writers,13.585233,http://www.freedomwriters.com/
388,11667,Street Fighter,13.58449,Not available
13318,2309,Inkheart,13.570926,http://www.inkheartmovie.com/
21417,59859,Kick-Ass 2,13.570264,Not available
2264,11954,Lifeforce,13.561368,Not available
763,10545,The Hunchback of Notre Dame,13.553999,Not available
22076,146239,Delivery Man,13.548808,Not available
5163,35080,The Cat's Meow,13.546984,Not available
11617,4638,Hot Fuzz,13.535195,http://www.universalstudiosentertainment.com/hot-fuzz/
2342,9426,The Fly,13.534589,Not available
12893,10483,Death Race,13.53003,http://www.deathracemovie.net/
24861,171274,Inherent Vice,13.52638,http://inherentvicemovie.com/
20062,82695,Les Misérables,13.52408,http://www.lesmiserablesfilm.com
25330,245916,Kill the Messenger,13.524048,Not available
2031,11639,The Dark Crystal,13.524001,Not available
1216,765,Evil Dead II,13.520764,Not available
23219,179538,Witching & Bitching,13.515614,Not available
5833,8392,My Neighbor Totoro,13.507299,Not available
1173,175,The Big Blue,13.503815,Not available
1874,11281,Halloween II,13.501144,https://www.uphe.com/movies/halloween-ii
8250,1966,Alexander,13.498641,Not available
1754,10216,Species II,13.495247,Not available
19669,83542,Cloud Atlas,13.494246,http://cloudatlas.warnerbros.com/
193,9348,Species,13.492845,Not available
2869,5548,RoboCop,13.485583,Not available
14156,19994,Jennifer's Body,13.483131,Not available
461,9255,Hot Shots! Part Deux,13.482371,Not available
10646,7552,Fun with Dick and Jane,13.473381,http://www.sonypictures.com/movies/funwithdickandjane/
16463,23047,Season of the Witch,13.471159,http://www.seasonofthewitchmovie.com
4918,11888,Snow Dogs,13.470227,Not available
6724,11775,Intolerable Cruelty,13.469862,Not available
15021,16759,Five Minutes of Heaven,13.465072,Not available
3085,10493,Dead Calm,13.464246,Not available
2315,9276,The Faculty,13.462253,Not available
8071,1538,Collateral,13.455112,Not available
23330,205601,Belle,13.454169,Not available
3737,10393,The Replacements,13.450661,Not available
12453,7985,Penelope,13.442999,http://www.penelopethemovie.com/
12999,14976,Rachel Getting Married,13.44059,Not available
12990,8882,Gomorrah,13.439495,http://www.mymovies.it/gomorra/
12443,13460,Doomsday,13.436536,Not available
5330,4147,Road to Perdition,13.426684,Not available
28795,228161,Home,13.422713,http://www.meettheboov.com/
2040,37530,House II: The Second Story,13.416334,Not available
2782,10349,The Dark Half,13.412785,Not available
30541,274854,The Last Witch Hunter,13.412445,http://www.thelastwitchhunter.movie/
11869,1991,Death Proof,13.412137,http://www.deathproof.net/
37499,301365,The Neon Demon,13.410522,http://theneondemon.com/
19700,87826,Here Comes the Boom,13.409588,Not available
10843,388,Inside Man,13.393548,http://theinsideman.net
539,11074,Striking Distance,13.390917,Not available
1274,814,An American Werewolf in London,13.390802,Not available
7864,10606,The Philadelphia Experiment,13.378587,Not available
3076,10236,The Way We Were,13.377996,Not available
30985,254024,The Face of an Angel,13.374827,Not available
503,9800,Philadelphia,13.373006,Not available
18828,76489,The Three Stooges,13.371056,http://www.threestooges.com/movie/index.htm
5397,15070,Undisputed,13.35278,Not available
9704,8488,Hitch,13.35076,Not available
3862,10862,Bounce,13.349518,Not available
590,114,Pretty Woman,13.348451,Not available
3960,11028,The Big Easy,13.343046,Not available
7939,314,Catwoman,13.340272,Not available
13622,17431,Moon,13.336773,http://www.sonyclassics.com/moon/
21337,136400,2 Guns,13.336512,http://www.2guns.net/
6446,9257,S.W.A.T.,13.334952,http://www.sonypictures.com/homevideo/swat/
11124,1852,World Trade Center,13.332102,Not available
312,2164,Stargate,13.328924,Not available
1356,4232,Scream,13.326443,Not available
5853,1574,Chicago,13.325347,Not available
150,414,Batman Forever,13.321354,Not available
2215,9945,Vampires,13.318722,http://www.theofficialjohncarpenter.com/vampires/
9767,4551,Be Cool,13.314233,Not available
1240,2640,Heathers,13.311827,Not available
2016,9454,Ever After: A Cinderella Story,13.309701,Not available
784,1645,A Time to Kill,13.309013,Not available
21249,157354,Fruitvale Station,13.305596,http://www.fruitvalefilm.com/
182,1642,The Net,13.304342,Not available
5658,12208,Casino Royale,13.300519,Not available
3559,938,For a Few Dollars More,13.295342,Not available
7803,13188,Scrooge,13.294639,http://www.screenonline.org.uk/film/id/509290/
2837,772,Home Alone 2: Lost in New York,13.293722,Not available
2803,11541,The Year of Living Dangerously,13.293569,Not available
14374,16577,Astro Boy,13.293466,http://www.astroboy-themovie.com/
24438,242512,Ouija,13.288564,Not available
13393,15060,Futurama: Into the Wild Green Yonder,13.284811,Not available
11067,1452,Superman Returns,13.284712,http://www.superman.com
47,10530,Pocahontas,13.280069,Not available
19180,80035,The Watch,13.276971,Not available
19139,57800,Ice Age: Continental Drift,13.26958,http://www.iceagemovies.com/films/ice-age-continental-drift
2597,345,Eyes Wide Shut,13.268484,http://eyeswideshut.warnerbros.com/
4669,11576,"It's a Mad, Mad, Mad, Mad World",13.266545,Not available
19978,10852,Kung Fu Cult Master,13.263327,Not available
30134,238713,Spy,13.257467,http://www.foxmovies.com/movies/spy
9977,7453,The Hitchhiker's Guide to the Galaxy,13.257255,Not available
716,9802,The Rock,13.249824,Not available
4242,644,A.I. Artificial Intelligence,13.249364,Not available
19151,82525,Savages,13.248022,http://www.savagesfilm.com/
12543,1266,Street Kings,13.246795,Not available
3608,592,The Conversation,13.245638,Not available
3428,11654,The Hunger,13.235179,Not available
1808,95,Armageddon,13.235112,Not available
3739,8843,The Cell,13.234894,Not available
3549,11072,Blazing Saddles,13.233262,Not available
2972,5156,Bicycle Thieves,13.233136,Not available
21566,146227,Getaway,13.224288,http://www.getawaymovie.com/
9550,11162,The Merchant of Venice,13.220259,Not available
651,10539,James and the Giant Peach,13.217623,http://movies.disney.com/james-and-the-giant-peach
5439,4108,The Transporter,13.217421,Not available
3057,1850,Man on the Moon,13.217419,http://www.universalpictures.com/manonthemoon/
4111,2043,Along Came a Spider,13.214068,Not available
2039,11415,House,13.208902,Not available
7220,1487,Hellboy,13.206854,http://www.sonypictures.com/homevideo/hellboy/
12910,4944,Burn After Reading,13.206799,Not available
2988,11005,Awakenings,13.201595,Not available
7165,615,The Passion of the Christ,13.194168,http://www.thepassionofthechrist.com/
3318,1498,Teenage Mutant Ninja Turtles,13.184585,Not available
1891,941,Lethal Weapon,13.183804,Not available
3383,10774,Network,13.180457,Not available
39332,316727,The Purge: Election Year,13.1789,http://www.purgeelectionyear.com
10069,1895,Star Wars: Episode III - Revenge of the Sith,13.165421,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith
1680,11568,Blues Brothers 2000,13.162168,Not available
7207,924,Dawn of the Dead,13.157873,http://www.dawnofthedeadmovie.net/
1604,37165,The Truman Show,13.155901,Not available
418,178,Blown Away,13.155071,http://www.mgm.com/#/our-titles/215/Blown-Away
2250,1678,Godzilla,13.153272,Not available
1449,10357,Volcano,13.147917,Not available
35110,318846,The Big Short,13.143061,http://www.thebigshortmovie.com/
4714,3172,Bandits,13.136791,Not available
17828,59440,Warrior,13.121626,http://www.warriorfilm.com/index2.html
12675,10661,You Don't Mess with the Zohan,13.116461,http://www.youdontmesswiththezohan.com/
18833,44833,Battleship,13.106966,Not available
7214,5516,The Ladykillers,13.106691,Not available
489,2320,Executive Decision,13.106291,Not available
18205,57431,The Sitter,13.105682,Not available
11007,350,The Devil Wears Prada,13.102384,http://www.devilwearspradamovie.com/
10927,4257,Scary Movie 4,13.096692,Not available
7281,10710,Envy,13.094205,Not available
9987,10065,The Amityville Horror,13.088552,Not available
7193,10591,The Girl Next Door,13.083718,Not available
15807,23168,The Town,13.081203,http://thetownmovie.warnerbros.com/
6415,1996,Lara Croft Tomb Raider: The Cradle of Life,13.076349,Not available
1732,9469,He Got Game,13.06943,Not available
5329,6278,Reign of Fire,13.067306,Not available
12545,13335,Harold & Kumar Escape from Guantanamo Bay,13.065315,http://www.haroldandkumar.com
2676,813,Airplane!,13.063203,Not available
4440,32049,Best of the Best 2,13.053072,Not available
39038,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,13.047776,http://www.teenagemutantninjaturtlesmovie.com/
1903,196,Back to the Future Part III,13.043999,http://www.backtothefuture.com/movies/backtothefuture3
8210,13416,Friday Night Lights,13.041943,http://www.universalstudiosentertainment.com/friday-night-lights/
6894,6069,The Witches of Eastwick,13.031671,Not available
4337,10868,The Accused,13.028922,Not available
1772,18937,Quest for Camelot,13.02535,Not available
2202,11932,Bride of Chucky,13.018491,Not available
494,31911,Mr. Wonderful,13.011091,Not available
1858,13597,Labyrinth,13.009688,Not available
15628,23759,Centurion,13.00941,http://www.centurionmovie.com/
7154,12775,Flesh + Blood,13.006729,Not available
13334,14560,Paul Blart: Mall Cop,13.003122,http://paulblartmallcop.com/
5734,36669,Die Another Day,12.996474,http://www.mgm.com/view/movie/232/Die-Another-Day/
7101,1954,The Butterfly Effect,12.994939,Not available
12948,12797,Ghost Town,12.994773,Not available
1971,10340,Lady and the Tramp,12.994387,Not available
12980,12182,Nick and Norah's Infinite Playlist,12.992176,Not available
1220,137,Groundhog Day,12.989627,Not available
16066,44214,Black Swan,12.989056,http://www.foxsearchlight.com/blackswan/
3130,6279,Sister Act 2: Back in the Habit,12.986842,Not available
13848,8355,Ice Age: Dawn of the Dinosaurs,12.980624,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs
6825,10952,New Jack City,12.979446,Not available
2240,9798,Enemy of the State,12.978751,Not available
32459,274479,Joy,12.975936,http://www.foxmovies.com/movies/joy
3310,13939,Death Wish,12.968011,Not available
410,9409,Another Stakeout,12.967239,Not available
2015,2907,The Addams Family,12.962525,Not available
1927,13962,Blank Check,12.960346,Not available
2800,861,Total Recall,12.954444,Not available
9539,1280,3-Iron,12.949881,Not available
9771,9928,Robots,12.949715,Not available
24148,244264,Laggies,12.938085,Not available
4884,10950,I Am Sam,12.935016,Not available
13492,16538,"I Love You, Man",12.929653,http://www.iloveyouman.com/
11864,1979,Fantastic 4: Rise of the Silver Surfer,12.924254,Not available
10385,3933,Corpse Bride,12.920032,http://corpsebridemovie.warnerbros.com/
14411,24480,Partly Cloudy,12.916643,http://www.pixar.com/short_films/Theatrical-Shorts/Partly-Cloudy
10937,5820,The Sentinel,12.915358,Not available
3620,643,Battleship Potemkin,12.912845,Not available
17625,55779,Final Destination 5,12.912491,http://finaldestinationmovie.warnerbros.com/index.html
3285,16535,Titanic,12.90707,Not available
7208,38,Eternal Sunshine of the Spotless Mind,12.906327,http://www.eternalsunshine.com
22927,53182,300: Rise of an Empire,12.904677,http://www.300themovie.com/
24195,157825,White Bird in a Blizzard,12.898498,http://www.magpictures.com/whitebirdinablizzard/
3476,10688,Hamlet,12.896203,Not available
1575,782,Gattaca,12.89312,Not available
983,22660,Old Yeller,12.887829,Not available
13000,12113,Body of Lies,12.886125,http://wwws.warnerbros.co.uk/bodyoflies/
11815,1562,28 Weeks Later,12.884191,Not available
6665,16969,City Heat,12.881025,Not available
4843,194,Amélie,12.879381,http://www.die-fabelhafte-welt-der-amelie.de
2955,2039,Moonstruck,12.877291,Not available
14394,17979,A Christmas Carol,12.869273,http://disney.go.com/disneypictures/achristmascarol/?cmp=dcom_VAN_WDSHE_ACC_van_dcomcc__Extl
12328,7191,Cloverfield,12.868098,http://www.cloverfieldmovie.com/
90,9095,Mary Reilly,12.866139,Not available
3246,16958,The Asphalt Jungle,12.86559,Not available
708,9100,The Craft,12.860385,Not available
8723,24402,Emmanuelle,12.855473,Not available
12278,6637,National Treasure: Book of Secrets,12.854373,http://disney.go.com/disneypictures/nationaltreasure/
1661,2666,Dark City,12.851984,Not available
15132,37169,The Human Centipede (First Sequence),12.84585,Not available
18878,72207,The Five-Year Engagement,12.84554,http://www.thefiveyearengagementmovie.com/
16220,37710,The Tourist,12.845045,http://thetourist-movie.com/
18719,91010,Game Change,12.844171,Not available
2419,1688,Conquest of the Planet of the Apes,12.843375,Not available
3613,9040,Serpico,12.842165,Not available
2263,707,A View to a Kill,12.840798,http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/
1892,942,Lethal Weapon 2,12.834276,Not available
3312,24873,Death Wish 3,12.829904,Not available
15896,38303,You Again,12.820452,Not available
11012,4474,My Super Ex-Girlfriend,12.819565,Not available
9392,11774,Lemony Snicket's A Series of Unfortunate Events,12.817945,Not available
155,8839,Casper,12.812539,Not available
3930,5955,The Pledge,12.806634,http://movies.warnerbros.com/thepledge/
1587,1281,Bean,12.799853,Not available
9234,11075,Audition,12.799287,Not available
6170,9930,Legal Eagles,12.798828,Not available
15126,34813,The Losers,12.798367,http://www.the-losers.com/
23276,210479,Locke,12.792394,Not available
20050,75780,Jack Reacher,12.789812,http://www.jackreachermovie.com/
19460,84892,The Perks of Being a Wallflower,12.775679,http://perks-of-being-a-wallflower.com/
11153,148,The Secret Life of Words,12.775583,Not available
4319,8835,Legally Blonde,12.769371,Not available
17504,43935,Dylan Dog: Dead of Night,12.763976,http://dylandogdeadofnight.com/
15487,37834,Knight and Day,12.758942,http://www.knightanddaymovie.com
75,9102,Screamers,12.758848,Not available
25857,294652,Son of a Gun,12.756464,Not available
14465,22881,The Blind Side,12.753109,http://www.theblindsidemovie.com/
1215,832,M,12.752421,Not available
21907,152747,All Is Lost,12.74965,Not available
6856,1643,Last Tango in Paris,12.74564,Not available
14493,7980,The Lovely Bones,12.738789,http://www.lovelybones.com
10496,18994,Tarzan and His Mate,12.73076,Not available
21175,57201,The Lone Ranger,12.729104,http://disney.go.com/the-lone-ranger/
19394,59967,Looper,12.727269,http://loopermovie.com/
854,9306,The Island of Dr. Moreau,12.725343,Not available
2802,9377,Ferris Bueller's Day Off,12.724645,Not available
5373,7451,xXx,12.722381,http://www.sonypictures.com/movies/xxx/
11249,9954,The Covenant,12.72212,Not available
1294,9529,Candyman,12.721362,Not available
11732,1272,Sunshine,12.715571,Not available
14192,23827,Paranormal Activity,12.706424,http://www.paranormalactivity-movie.com/
21171,136795,The Heat,12.706403,Not available
6870,3176,Battle Royale,12.701098,Not available
5705,10750,Toy Soldiers,12.698468,Not available
16114,44048,Unstoppable,12.697059,Not available
3911,10873,Shadow of the Vampire,12.691457,Not available
3582,9355,Mad Max Beyond Thunderdome,12.689648,Not available
28811,245703,Midnight Special,12.682927,http://www.midnightspecialmovie.com/
1182,279,Amadeus,12.677592,Not available
5765,7299,Equilibrium,12.671637,Not available
22658,181886,Enemy,12.66992,http://enemy-movie.com
20,8012,Get Shorty,12.669608,Not available
13053,10527,Madagascar: Escape 2 Africa,12.668733,http://www.madagascar-themovie.com
23399,113833,The Normal Heart,12.661286,Not available
10523,12877,Dead Man's Shoes,12.655746,Not available
5374,2750,24 Hour Party People,12.655728,http://www.24hourpartypeople-themovie.com/
16774,28874,Summer Wars,12.653798,http://s-wars.jp/
2385,9849,My Favorite Martian,12.65102,Not available
3566,10246,Porky's,12.650546,Not available
6743,30141,The Singing Detective,12.650143,Not available
8222,9675,Sideways,12.646518,http://www.foxsearchlight.com/sideways/
7569,18283,Brigadoon,12.645217,Not available
7287,7131,Van Helsing,12.643312,https://www.uphe.com/movies/van-helsing
6669,25237,Come and See,12.643242,Not available
34516,339527,Solace,12.642675,Not available
1416,9446,Jungle 2 Jungle,12.640569,Not available
5920,9358,Final Destination 2,12.638573,Not available
469,9386,In the Line of Fire,12.637158,Not available
8083,395,AVP: Alien vs. Predator,12.636205,http://www.avp-movie.com/
7277,10096,13 Going on 30,12.632595,Not available
7548,7090,Ken Park,12.630419,Not available
1859,2108,The Breakfast Club,12.627678,Not available
11152,1948,Crank,12.627593,Not available
8984,9588,Quigley Down Under,12.620366,Not available
600,275,Fargo,12.61469,http://www.themoviefargo.com/
21349,160588,Blue Jasmine,12.61244,Not available
11087,1164,Babel,12.60853,Not available
10796,9975,Curious George,12.602502,Not available
6721,322,Mystic River,12.602438,Not available
4507,8867,The Punisher,12.597613,Not available
1327,168,Star Trek IV: The Voyage Home,12.596956,Not available
15989,39514,RED,12.595165,Not available
2934,21349,Anywhere But Here,12.593734,http://www.foxmovies.com/anywherebuthere/
29781,301728,Infini,12.592801,http://www.infinimovie.com
4262,3134,Baise-moi,12.589992,http://www.baise-moi.co.uk/
11001,2044,The Lake House,12.589019,http://wwws.warnerbros.de/thelakehouse/
2983,293,A River Runs Through It,12.583826,Not available
12625,217,Indiana Jones and the Kingdom of the Crystal Skull,12.577266,http://www.indianajones.com/site/index.html
20232,142061,"Batman: The Dark Knight Returns, Part 2",12.576611,Not available
26557,68735,Warcraft,12.572718,http://www.warcraft-themovie.com/
7010,9620,Paycheck,12.571789,Not available
14369,22800,Good Hair,12.569979,http://goodhairmovie.net/
39663,338766,Hell or High Water,12.565896,http://hellorhighwater.movie/
1135,892,Delicatessen,12.565447,Not available
13977,30250,Cold Souls,12.563435,Not available
19099,80585,Rock of Ages,12.558042,http://www.warnerbros.com/rock-ages
12408,8390,"Definitely, Maybe",12.553657,http://www.definitelymaybemovie.com/
8108,15644,Paparazzi,12.553403,Not available
2074,574,The Man Who Knew Too Much,12.547763,Not available
3803,2161,Fantastic Voyage,12.53841,Not available
2832,657,From Russia with Love,12.536729,http://www.mgm.com/view/movie/717/From-Russia-With-Love/
15581,27581,The Other Guys,12.536621,http://www.theotherguys-movie.com/
10772,25167,Bye Bye Birdie,12.535244,Not available
15483,27022,The Sorcerer's Apprentice,12.533525,http://disney.go.com/disneypictures/sorcerersapprentice/
2318,10312,Patch Adams,12.52181,Not available
4760,9889,Shallow Hal,12.520688,Not available
13369,13510,Eden Lake,12.515435,Not available
18403,65760,The Whistleblower,12.510849,http://www.thewhistleblower-movie.com/
5465,5506,The Ladykillers,12.509812,Not available
4965,11212,Baby's Day Out,12.508518,Not available
20988,137182,The Broken Circle Breakdown,12.507625,http://www.thebrokencirclebreakdown.be/en
14909,26390,Brooklyn's Finest,12.50422,Not available
27866,308369,Me and Earl and the Dying Girl,12.503333,http://www.foxsearchlight.com/meandearlandthedyinggirl/
3601,10264,Hamlet,12.50303,Not available
21922,80274,Ender's Game,12.500305,http://www.if-sentinel.com/
3373,17529,True Grit,12.497833,Not available
10709,834,Underworld: Evolution,12.496805,http://www.sonypictures.com/movies/underworldawakening/
887,11113,My Fair Lady,12.494394,Not available
11832,14208,The Librarian: Return to King Solomon's Mines,12.49401,Not available
19742,84194,Excision,12.493245,http://excisionmovie.com/
14215,23128,The Cove,12.492389,http://www.thecovemovie.com/
12614,2454,The Chronicles of Narnia: Prince Caspian,12.490891,Not available
19561,82507,Sinister,12.490637,Not available
2183,9429,A Night at the Roxbury,12.480685,Not available
11437,1372,Blood Diamond,12.477872,Not available
18499,76726,Chronicle,12.47441,Not available
23906,227156,The Giver,12.472206,http://thegiverfilm.com/
20447,47964,A Good Day to Die Hard,12.471865,http://www.diehardmovie.com/
3157,8374,The Boondock Saints,12.457908,http://www.theboondocksaints.com
12705,8909,Wanted,12.457896,http://www.wantedmovie.com/
2572,37135,Tarzan,12.453452,http://disneydvd.disney.go.com/tarzanr-special-edition.html
840,9303,Bound,12.449574,Not available
7719,4599,Raising Helen,12.448933,Not available
3663,4247,Scary Movie,12.446738,Not available
32144,264644,Room,12.443291,http://www.roomthemovie.com
3902,134,"O Brother, Where Art Thou?",12.434175,Not available
12350,14069,The Girl Who Leapt Through Time,12.430158,Not available
2835,391,A Fistful of Dollars,12.429704,Not available
9474,12281,Mean Creek,12.428269,http://www.meancreekmovie.com/
5491,2110,Wasabi,12.426505,Not available
6638,891,All the President's Men,12.421754,Not available
10384,9315,Flightplan,12.419851,Not available
1042,252,Willy Wonka & the Chocolate Factory,12.416635,Not available
5753,25239,I Spit on Your Grave,12.412877,Not available
881,213,North by Northwest,12.410427,Not available
4744,167,K-PAX,12.400152,http://www.k-pax.com/
7582,3001,How to Steal a Million,12.389626,Not available
21478,199373,The Frozen Ground,12.388833,Not available
1248,783,Gandhi,12.383755,Not available
16210,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,12.383398,Not available
4548,6951,Turner & Hooch,12.372038,Not available
4165,19357,Summer Rental,12.372036,Not available
31953,307081,Southpaw,12.370126,Not available
10388,257,Oliver Twist,12.369935,http://www.olivertwistthemovie.co.uk/
18678,59962,This Means War,12.366641,http://www.thismeanswarmovie.com/
33833,257445,Goosebumps,12.365292,http://www.goosebumps-movie.com/
13296,10199,The Tale of Despereaux,12.364579,https://www.uphe.com/movies/the-tale-of-despereaux
14283,16523,Where the Wild Things Are,12.36223,http://wherethewildthingsare.warnerbros.com/
1945,9354,"Honey, I Shrunk the Kids",12.358786,Not available
13770,14536,New in Town,12.357072,http://www.newintownmovie.com/
23972,265010,The Canal,12.352907,Not available
9444,10304,Starship Troopers 2: Hero of the Federation,12.348655,Not available
21619,169813,Short Term 12,12.34835,http://www.shortterm12.com/
18382,52520,Underworld: Awakening,12.345348,http://www.entertheunderworld.com/
34215,227973,The Peanuts Movie,12.338346,http://www.peanutsmovie.com/
1944,11158,Honey I Blew Up the Kid,12.337898,Not available
16811,47931,Elite Squad: The Enemy Within,12.334357,http://www.tropa2.com.br/
4112,4133,Blow,12.332223,Not available
8670,839,Duel,12.331251,Not available
4599,9896,Rat Race,12.330275,Not available
2156,881,A Few Good Men,12.330249,http://www.sonypictures.com/movies/afewgoodmen/
2389,1542,Office Space,12.329066,Not available
2417,1685,Beneath the Planet of the Apes,12.325947,Not available
6220,34857,Kiss Me Kate,12.325805,Not available
1247,10322,Being There,12.320636,Not available
2981,11393,The Natural,12.319855,Not available
30759,105864,The Good Dinosaur,12.319595,http://movies.disney.com/the-good-dinosaur
5227,12227,White Fang,12.318052,Not available
110,33542,Rumble in the Bronx,12.314278,Not available
1800,846,The X Files,12.311615,Not available
1561,2255,Chasing Amy,12.311564,http://www.viewaskew.com/chasingamy/
1324,172,Star Trek V: The Final Frontier,12.308007,Not available
6740,10009,Brother Bear,12.300905,http://movies.disney.com/brother-bear
816,18862,House Arrest,12.297782,Not available
3891,11688,The Emperor's New Groove,12.297375,Not available
31,63,Twelve Monkeys,12.297305,Not available
1145,1412,"Sex, Lies, and Videotape",12.293656,Not available
1207,829,Chinatown,12.29227,Not available
8711,31587,Scarecrow,12.288092,Not available
2774,6415,Three Kings,12.287636,Not available
4097,10877,Exit Wounds,12.280827,http://www.exitwounds.net/
2763,10975,Armour of God II: Operation Condor,12.276235,Not available
13245,4148,Revolutionary Road,12.265867,Not available
23557,82702,How to Train Your Dragon 2,12.256689,http://www.howtotrainyourdragon.com/
11779,14636,The Condemned,12.256231,Not available
1089,11816,On Golden Pond,12.252186,Not available
1174,11645,Ran,12.250232,Not available
3784,12212,Urban Legends: Final Cut,12.243528,Not available
7226,10733,The Alamo,12.240901,Not available
1764,4415,Les Misérables,12.238488,Not available
39333,316023,Mike and Dave Need Wedding Dates,12.237571,http://www.foxmovies.com/movies/mike-and-dave-need-wedding-dates
1546,9437,Kiss the Girls,12.235391,Not available
12141,663,Saw IV,12.233863,http://movies.break.com/saw4/
825,10061,Escape from L.A.,12.229381,http://www.theofficialjohncarpenter.com/escape-from-la/
510,1245,The Remains of the Day,12.222576,Not available
10223,1696,The Devil's Rejects,12.221507,http://robzombie.com/movies/the-devils-rejects/
8927,16859,Kiki's Delivery Service,12.220581,Not available
1057,500,Reservoir Dogs,12.22034,Not available
28175,252838,The Wedding Ringer,12.21459,Not available
18157,75900,My Week with Marilyn,12.203066,http://myweekwithmarilynmovie.com/
762,9566,The Fan,12.202063,Not available
1409,9366,Donnie Brasco,12.201954,Not available
10371,8202,Æon Flux,12.201912,Not available
262,4476,Legends of the Fall,12.199047,Not available
2519,15849,The Mummy,12.190044,Not available
3880,708,The Living Daylights,12.189038,http://www.mgm.com/view/movie/1132/The-Living-Daylights/
16049,41215,Black Death,12.183845,http://www.blackdeathmovie.com/
15684,42194,TEKKEN,12.17886,Not available
1535,9772,Air Force One,12.173291,Not available
4417,2605,Short Circuit,12.171218,Not available
2295,11285,Cocoon: The Return,12.167265,Not available
1378,9622,Beverly Hills Ninja,12.16305,Not available
11845,298,Ocean's Thirteen,12.16276,http://oceans13.warnerbros.com/
6614,7288,Duplex,12.160363,Not available
3842,71,Billy Elliot,12.158424,Not available
6303,40085,"The Long, Hot Summer",12.158012,Not available
2002,11591,The Man with Two Brains,12.157229,Not available
11176,7859,Half Nelson,12.155115,http://www.halfnelsonthefilm.co.uk/
11720,8270,The Lookout,12.153493,http://video.movies.go.com/thelookout/
19432,49049,Dredd,12.1524,http://dreddthemovie.com/
4041,2749,15 Minutes,12.149946,Not available
1865,4488,Friday the 13th,12.146747,Not available
11399,14799,For Your Consideration,12.142183,Not available
12,21032,Balto,12.140733,Not available
15089,33217,Diary of a Wimpy Kid,12.139919,http://www.fox.co.uk/diary-of-a-wimpy-kid
1888,9552,The Exorcist,12.137595,http://theexorcist.warnerbros.com/
23,12665,Powder,12.133094,Not available
11257,7512,Idiocracy,12.130803,Not available
6749,1376,Sweet Sixteen,12.130265,Not available
2965,36643,The World Is Not Enough,12.130127,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/
3517,682,The Man with the Golden Gun,12.127492,http://www.mgm.com/view/movie/1213/The-Man-with-the-Golden-Gun/
2420,1687,Escape from the Planet of the Apes,12.120267,Not available
3198,2155,Reindeer Games,12.11759,Not available
16572,51876,Limitless,12.114955,http://www.iamrogue.com/limitless/fullsite/
4833,161,Ocean's Eleven,12.114932,http://www.warnerbros.co.uk/movies/oceans-eleven
1052,475,Bonnie and Clyde,12.109198,Not available
95,406,La Haine,12.108196,Not available
19792,123025,"Batman: The Dark Knight Returns, Part 1",12.107182,Not available
5195,11468,Salton Sea,12.106615,Not available
1279,16235,Amityville II: The Possession,12.10181,Not available
1983,15969,The Return of Jafar,12.099799,http://movies.disney.com/aladdin-the-return-of-jafar
2121,431,Cube,12.095263,Not available
10702,1690,Hostel,12.093928,http://www.hostelfilm.com/
9441,9667,The Jacket,12.092096,Not available
778,10779,The Frighteners,12.09096,Not available
6659,11046,Where Eagles Dare,12.088407,Not available
2172,14794,If....,12.083475,Not available
12015,10431,War,12.077833,Not available
2459,4951,10 Things I Hate About You,12.069966,Not available
899,705,All About Eve,12.06308,Not available
3183,2069,The Whole Nine Yards,12.061521,Not available
11882,42700,The Night of the Generals,12.061386,Not available
1202,37247,The Graduate,12.057829,Not available
8498,28696,The Wild One,12.054691,Not available
3834,2134,The Time Machine,12.054356,Not available
4743,9081,Waking Life,12.051214,Not available
1199,696,Manhattan,12.050759,Not available
524,14291,Searching for Bobby Fischer,12.048587,Not available
9460,179,The Interpreter,12.047671,http://www.theinterpretermovie.com/
11000,9353,Nacho Libre,12.042646,http://www.nacholibre.com/
29921,287424,Maggie,12.020933,http://www.maggiethefilm.com/
2736,26522,A Soldier's Story,12.019262,Not available
1190,9277,The Sting,12.016821,Not available
8900,4043,Law of Desire,12.009833,Not available
3859,681,Diamonds Are Forever,12.00491,http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/
3369,32613,Horror Express,12.004189,Not available
1724,2157,Lost in Space,12.000579,Not available
777,11228,Daylight,11.995799,Not available
882,284,The Apartment,11.994281,Not available
12976,13092,How to Lose Friends & Alienate People,11.981531,Not available
4380,10130,Gorillas in the Mist,11.978983,Not available
1330,9086,Young Guns II,11.977636,Not available
9755,258,Bed and Board,11.97502,Not available
